human_resistance,gsr_average,emotion
-2532,502,Üzgün Durum
13,208,Şaşırmış Durum
21,371,Mutlu Durum
-1621,748,Üzgün Durum
4,24,Rahatlamış Durum
-21,74,Heyecanlı Durum
-2914,292,Üzgün Durum
3,204,Heyecanlı Durum
21,413,Mutlu Durum
21,455,Mutlu Durum
-37,231,Şaşırmış Durum
-19,210,Şaşırmış Durum
-68,16,Rahatlamış Durum
-93,181,Heyecanlı Durum
-2488,321,Üzgün Durum
-100,600,Sinirli Durum
-37,251,Şaşırmış Durum
-10,223,Şaşırmış Durum
28,451,Mutlu Durum
-2713,463,Üzgün Durum
-12,31,Rahatlamış Durum
27,224,Şaşırmış Durum
-332,341,Üzgün Durum
-7,19,Rahatlamış Durum
35,428,Mutlu Durum
27,376,Mutlu Durum
-2522,351,Üzgün Durum
2,21,Rahatlamış Durum
20,452,Mutlu Durum
-2457,657,Üzgün Durum
-28,152,Şaşırmış Durum
-88,96,Heyecanlı Durum
9,182,Şaşırmış Durum
-35,234,Şaşırmış Durum
18,364,Mutlu Durum
-52,31,Rahatlamış Durum
9,211,Heyecanlı Durum
6,139,Heyecanlı Durum
-60,271,Sinirli Durum
-45,211,Sinirli Durum
19,152,Şaşırmış Durum
-2,138,Şaşırmış Durum
16,29,Rahatlamış Durum
29,131,Şaşırmış Durum
17,444,Mutlu Durum
-3084,567,Üzgün Durum
-6,15,Rahatlamış Durum
-59,84,Heyecanlı Durum
-55,567,Sinirli Durum
31,14,Rahatlamış Durum
-16,26,Rahatlamış Durum
-3005,233,Üzgün Durum
35,455,Mutlu Durum
-6,177,Heyecanlı Durum
3,64,Heyecanlı Durum
8,611,Üzgün Durum
19,389,Mutlu Durum
23,457,Mutlu Durum
34,414,Mutlu Durum
17,355,Mutlu Durum
28,382,Mutlu Durum
-103,685,Sinirli Durum
3,63,Heyecanlı Durum
-56,119,Heyecanlı Durum
-103,89,Heyecanlı Durum
-44,32,Rahatlamış Durum
-35,24,Rahatlamış Durum
30,410,Mutlu Durum
-97,215,Heyecanlı Durum
-24,163,Heyecanlı Durum
-88,697,Sinirli Durum
31,15,Rahatlamış Durum
28,223,Şaşırmış Durum
-66,29,Rahatlamış Durum
-77,645,Sinirli Durum
-6,11,Rahatlamış Durum
-1767,146,Üzgün Durum
-45,26,Rahatlamış Durum
-2357,531,Üzgün Durum
29,251,Şaşırmış Durum
-383,270,Üzgün Durum
-23,193,Şaşırmış Durum
9,172,Heyecanlı Durum
22,37,Rahatlamış Durum
-1179,755,Üzgün Durum
-88,82,Heyecanlı Durum
18,37,Rahatlamış Durum
-4,34,Rahatlamış Durum
-67,222,Sinirli Durum
-31,118,Heyecanlı Durum
21,440,Mutlu Durum
-22,241,Şaşırmış Durum
18,396,Mutlu Durum
18,365,Mutlu Durum
19,472,Mutlu Durum
-58,218,Heyecanlı Durum
15,415,Mutlu Durum
-2678,183,Üzgün Durum
15,459,Mutlu Durum
-10,109,Heyecanlı Durum
-1816,254,Üzgün Durum
-1025,101,Üzgün Durum
-30,233,Şaşırmış Durum
-2456,389,Üzgün Durum
23,374,Mutlu Durum
-1489,431,Üzgün Durum
-72,306,Sinirli Durum
33,161,Heyecanlı Durum
15,458,Mutlu Durum
-13,143,Şaşırmış Durum
-12,144,Heyecanlı Durum
-39,618,Sinirli Durum
15,427,Mutlu Durum
21,455,Mutlu Durum
-101,763,Sinirli Durum
4,219,Şaşırmış Durum
-1217,392,Üzgün Durum
-25,252,Şaşırmış Durum
-432,234,Üzgün Durum
23,32,Rahatlamış Durum
-1950,753,Üzgün Durum
-19,187,Heyecanlı Durum
-82,131,Heyecanlı Durum
-1830,375,Üzgün Durum
-10,173,Şaşırmış Durum
-32,15,Rahatlamış Durum
-1219,197,Üzgün Durum
-73,40,Sinirli Durum
-1811,139,Üzgün Durum
5,128,Şaşırmış Durum
-25,61,Üzgün Durum
-88,349,Sinirli Durum
-16,215,Heyecanlı Durum
-89,181,Heyecanlı Durum
-89,92,Sinirli Durum
22,388,Mutlu Durum
-35,150,Şaşırmış Durum
-101,94,Heyecanlı Durum
-2377,574,Üzgün Durum
24,224,Şaşırmış Durum
-22,57,Heyecanlı Durum
-74,260,Sinirli Durum
-43,665,Sinirli Durum
-40,222,Şaşırmış Durum
28,427,Mutlu Durum
22,18,Rahatlamış Durum
6,21,Rahatlamış Durum
-1467,441,Üzgün Durum
21,457,Mutlu Durum
-42,44,Sinirli Durum
-60,37,Rahatlamış Durum
-65,15,Rahatlamış Durum
-578,437,Üzgün Durum
-68,374,Sinirli Durum
24,401,Mutlu Durum
-26,204,Heyecanlı Durum
-105,109,Heyecanlı Durum
-2400,623,Üzgün Durum
-1186,750,Üzgün Durum
33,460,Mutlu Durum
-67,300,Sinirli Durum
-89,180,Heyecanlı Durum
21,150,Heyecanlı Durum
-40,20,Rahatlamış Durum
19,380,Mutlu Durum
-2530,159,Üzgün Durum
-966,347,Üzgün Durum
1,19,Rahatlamış Durum
18,412,Mutlu Durum
-22,228,Şaşırmış Durum
30,227,Şaşırmış Durum
-53,425,Sinirli Durum
-1410,631,Üzgün Durum
-3013,78,Üzgün Durum
-72,719,Sinirli Durum
16,448,Mutlu Durum
16,382,Mutlu Durum
-67,11,Rahatlamış Durum
21,128,Şaşırmış Durum
-296,217,Üzgün Durum
17,428,Mutlu Durum
-1176,514,Üzgün Durum
-14,37,Rahatlamış Durum
-854,387,Üzgün Durum
17,405,Mutlu Durum
-39,216,Şaşırmış Durum
-1977,639,Üzgün Durum
-89,200,Heyecanlı Durum
-98,822,Sinirli Durum
-18,102,Heyecanlı Durum
-2415,375,Üzgün Durum
-33,156,Şaşırmış Durum
33,130,Heyecanlı Durum
-68,33,Rahatlamış Durum
-2307,608,Üzgün Durum
-81,430,Sinirli Durum
-74,731,Sinirli Durum
-16,26,Rahatlamış Durum
-1649,642,Üzgün Durum
11,23,Rahatlamış Durum
17,450,Mutlu Durum
-12,14,Rahatlamış Durum
-43,218,Heyecanlı Durum
-1,31,Rahatlamış Durum
17,465,Mutlu Durum
-21,134,Heyecanlı Durum
35,31,Rahatlamış Durum
-4,27,Rahatlamış Durum
-1199,173,Üzgün Durum
27,253,Şaşırmış Durum
23,91,Heyecanlı Durum
-60,13,Rahatlamış Durum
25,362,Mutlu Durum
-1260,698,Üzgün Durum
-389,423,Üzgün Durum
-7,199,Şaşırmış Durum
34,439,Mutlu Durum
-41,14,Sinirli Durum
-46,97,Sinirli Durum
-1092,173,Üzgün Durum
22,372,Mutlu Durum
23,368,Mutlu Durum
-3158,530,Üzgün Durum
-96,248,Sinirli Durum
-26,257,Şaşırmış Durum
3,250,Şaşırmış Durum
-42,162,Heyecanlı Durum
7,257,Şaşırmış Durum
31,465,Mutlu Durum
-90,421,Sinirli Durum
-97,64,Heyecanlı Durum
13,24,Rahatlamış Durum
-68,236,Sinirli Durum
25,33,Rahatlamış Durum
32,112,Heyecanlı Durum
-1722,765,Üzgün Durum
-1871,659,Üzgün Durum
-12,172,Heyecanlı Durum
-51,179,Sinirli Durum
-32,242,Şaşırmış Durum
-13,223,Şaşırmış Durum
-37,759,Sinirli Durum
-18,137,Şaşırmış Durum
-49,217,Heyecanlı Durum
7,21,Rahatlamış Durum
3,73,Heyecanlı Durum
11,31,Rahatlamış Durum
-104,514,Sinirli Durum
27,115,Heyecanlı Durum
17,410,Mutlu Durum
-99,413,Sinirli Durum
24,12,Rahatlamış Durum
28,430,Mutlu Durum
-54,687,Sinirli Durum
-34,14,Rahatlamış Durum
-2297,206,Üzgün Durum
-38,26,Rahatlamış Durum
18,217,Şaşırmış Durum
-73,69,Heyecanlı Durum
7,231,Şaşırmış Durum
-98,18,Sinirli Durum
-35,677,Sinirli Durum
-48,84,Heyecanlı Durum
-45,776,Sinirli Durum
8,201,Heyecanlı Durum
32,477,Mutlu Durum
-37,15,Rahatlamış Durum
-67,588,Sinirli Durum
-55,135,Heyecanlı Durum
-1225,263,Üzgün Durum
-39,16,Rahatlamış Durum
24,439,Mutlu Durum
-49,149,Heyecanlı Durum
13,126,Şaşırmış Durum
-62,37,Rahatlamış Durum
35,30,Rahatlamış Durum
29,388,Mutlu Durum
15,452,Mutlu Durum
18,351,Mutlu Durum
-105,72,Heyecanlı Durum
21,430,Mutlu Durum
-43,21,Rahatlamış Durum
-67,110,Heyecanlı Durum
17,424,Mutlu Durum
31,387,Mutlu Durum
-86,213,Sinirli Durum
-987,225,Üzgün Durum
-14,31,Rahatlamış Durum
-69,18,Rahatlamış Durum
-51,351,Sinirli Durum
7,213,Şaşırmış Durum
-2734,20,Üzgün Durum
-28,144,Şaşırmış Durum
-62,179,Heyecanlı Durum
-65,25,Rahatlamış Durum
-74,169,Heyecanlı Durum
26,257,Şaşırmış Durum
-9,34,Rahatlamış Durum
-48,401,Üzgün Durum
-18,226,Şaşırmış Durum
-74,522,Sinirli Durum
-30,144,Şaşırmış Durum
-37,205,Heyecanlı Durum
34,381,Mutlu Durum
-46,65,Heyecanlı Durum
6,158,Şaşırmış Durum
-60,270,Sinirli Durum
-77,175,Heyecanlı Durum
-194,447,Üzgün Durum
-67,489,Sinirli Durum
17,382,Mutlu Durum
-53,132,Sinirli Durum
-90,186,Heyecanlı Durum
-59,302,Sinirli Durum
-25,18,Rahatlamış Durum
25,370,Mutlu Durum
11,114,Heyecanlı Durum
20,410,Mutlu Durum
-5,248,Şaşırmış Durum
-1708,504,Üzgün Durum
5,159,Heyecanlı Durum
20,351,Mutlu Durum
23,15,Rahatlamış Durum
-82,562,Sinirli Durum
-1952,330,Üzgün Durum
-53,653,Sinirli Durum
21,182,Heyecanlı Durum
-31,179,Heyecanlı Durum
-3,32,Rahatlamış Durum
-2442,70,Üzgün Durum
-31,258,Şaşırmış Durum
15,21,Rahatlamış Durum
-99,128,Heyecanlı Durum
-12,11,Rahatlamış Durum
33,409,Mutlu Durum
6,25,Rahatlamış Durum
6,174,Şaşırmış Durum
-78,341,Sinirli Durum
18,427,Mutlu Durum
22,466,Mutlu Durum
-2878,105,Üzgün Durum
35,37,Rahatlamış Durum
-34,242,Şaşırmış Durum
-2429,140,Üzgün Durum
-43,769,Sinirli Durum
-37,16,Rahatlamış Durum
-56,211,Heyecanlı Durum
6,13,Rahatlamış Durum
20,350,Mutlu Durum
29,372,Mutlu Durum
-65,14,Rahatlamış Durum
6,133,Heyecanlı Durum
-50,136,Sinirli Durum
-399,437,Üzgün Durum
-45,601,Sinirli Durum
9,224,Şaşırmış Durum
30,467,Mutlu Durum
-1,20,Rahatlamış Durum
-9,138,Şaşırmış Durum
-40,27,Rahatlamış Durum
-27,18,Rahatlamış Durum
-31,127,Şaşırmış Durum
-36,169,Şaşırmış Durum
-84,148,Heyecanlı Durum
9,23,Rahatlamış Durum
-10,111,Heyecanlı Durum
-51,24,Rahatlamış Durum
-1535,759,Üzgün Durum
7,140,Şaşırmış Durum
17,248,Şaşırmış Durum
16,423,Mutlu Durum
-1701,345,Üzgün Durum
18,163,Heyecanlı Durum
9,204,Heyecanlı Durum
30,443,Mutlu Durum
-1014,291,Üzgün Durum
-113,439,Üzgün Durum
-66,112,Sinirli Durum
-93,440,Sinirli Durum
-66,41,Sinirli Durum
-9,189,Şaşırmış Durum
15,173,Şaşırmış Durum
-69,32,Rahatlamış Durum
-101,756,Sinirli Durum
21,387,Mutlu Durum
-681,150,Üzgün Durum
-14,168,Şaşırmış Durum
-2521,197,Üzgün Durum
-104,312,Sinirli Durum
-55,12,Rahatlamış Durum
-57,195,Heyecanlı Durum
-71,214,Heyecanlı Durum
-821,642,Üzgün Durum
-12,181,Şaşırmış Durum
-68,452,Sinirli Durum
-1495,65,Üzgün Durum
-61,114,Heyecanlı Durum
2,13,Rahatlamış Durum
-28,232,Şaşırmış Durum
-102,70,Heyecanlı Durum
27,404,Mutlu Durum
-36,12,Sinirli Durum
-83,128,Heyecanlı Durum
16,402,Mutlu Durum
15,401,Mutlu Durum
-2035,89,Üzgün Durum
27,411,Mutlu Durum
-2291,269,Üzgün Durum
-96,157,Sinirli Durum
0,167,Heyecanlı Durum
-80,50,Heyecanlı Durum
-73,174,Sinirli Durum
-43,491,Sinirli Durum
-79,121,Heyecanlı Durum
-57,136,Heyecanlı Durum
-12,179,Heyecanlı Durum
-34,178,Heyecanlı Durum
7,21,Rahatlamış Durum
-44,19,Rahatlamış Durum
-58,211,Sinirli Durum
-105,27,Sinirli Durum
-55,679,Sinirli Durum
17,394,Mutlu Durum
-102,89,Heyecanlı Durum
-63,40,Sinirli Durum
-34,183,Heyecanlı Durum
4,78,Heyecanlı Durum
21,470,Mutlu Durum
-83,672,Sinirli Durum
-25,235,Şaşırmış Durum
-11,144,Heyecanlı Durum
-20,224,Şaşırmış Durum
16,465,Mutlu Durum
0,15,Rahatlamış Durum
17,172,Şaşırmış Durum
-73,262,Sinirli Durum
-19,176,Heyecanlı Durum
-53,662,Sinirli Durum
24,461,Mutlu Durum
-9,243,Şaşırmış Durum
6,21,Rahatlamış Durum
-13,175,Şaşırmış Durum
8,191,Şaşırmış Durum
-679,389,Üzgün Durum
18,178,Heyecanlı Durum
-544,21,Üzgün Durum
22,83,Heyecanlı Durum
33,414,Mutlu Durum
-32,126,Şaşırmış Durum
20,380,Mutlu Durum
-53,127,Heyecanlı Durum
22,187,Şaşırmış Durum
-1179,737,Üzgün Durum
-70,312,Sinirli Durum
-1415,90,Üzgün Durum
22,399,Mutlu Durum
-1760,426,Üzgün Durum
-65,489,Sinirli Durum
-95,423,Sinirli Durum
-29,196,Şaşırmış Durum
-2,22,Rahatlamış Durum
-33,27,Rahatlamış Durum
-38,120,Heyecanlı Durum
0,14,Rahatlamış Durum
-3,157,Şaşırmış Durum
-62,27,Rahatlamış Durum
26,377,Mutlu Durum
-2464,353,Üzgün Durum
-78,106,Heyecanlı Durum
16,16,Rahatlamış Durum
-263,217,Üzgün Durum
-101,274,Sinirli Durum
17,158,Heyecanlı Durum
-8,158,Şaşırmış Durum
-2226,366,Üzgün Durum
29,187,Şaşırmış Durum
32,466,Mutlu Durum
27,13,Rahatlamış Durum
33,440,Mutlu Durum
7,23,Rahatlamış Durum
18,470,Mutlu Durum
12,23,Rahatlamış Durum
-1869,437,Üzgün Durum
3,223,Şaşırmış Durum
22,441,Mutlu Durum
1,21,Rahatlamış Durum
-1826,143,Üzgün Durum
-6,27,Rahatlamış Durum
29,455,Mutlu Durum
-2663,702,Üzgün Durum
-9,77,Heyecanlı Durum
34,384,Mutlu Durum
-1069,317,Üzgün Durum
25,389,Mutlu Durum
-2844,40,Üzgün Durum
-35,733,Sinirli Durum
-101,329,Sinirli Durum
34,36,Rahatlamış Durum
-33,190,Şaşırmış Durum
-81,376,Sinirli Durum
-99,143,Heyecanlı Durum
26,418,Mutlu Durum
-67,506,Sinirli Durum
-92,74,Heyecanlı Durum
-7,214,Şaşırmış Durum
-104,63,Heyecanlı Durum
32,353,Mutlu Durum
-100,604,Sinirli Durum
-48,36,Rahatlamış Durum
-2523,29,Üzgün Durum
-14,146,Şaşırmış Durum
-56,108,Heyecanlı Durum
-3065,565,Üzgün Durum
-19,183,Şaşırmış Durum
-26,172,Şaşırmış Durum
-78,185,Heyecanlı Durum
30,360,Mutlu Durum
23,20,Rahatlamış Durum
-51,28,Rahatlamış Durum
-94,277,Sinirli Durum
-75,109,Sinirli Durum
-79,549,Sinirli Durum
-9,196,Şaşırmış Durum
-58,18,Rahatlamış Durum
7,183,Heyecanlı Durum
35,367,Mutlu Durum
-72,682,Sinirli Durum
-103,189,Heyecanlı Durum
-15,36,Rahatlamış Durum
-721,64,Üzgün Durum
6,184,Şaşırmış Durum
-102,429,Sinirli Durum
-294,29,Üzgün Durum
-34,30,Rahatlamış Durum
-620,13,Üzgün Durum
-77,220,Heyecanlı Durum
-2,135,Şaşırmış Durum
-80,229,Sinirli Durum
-2,125,Heyecanlı Durum
-14,252,Şaşırmış Durum
-49,92,Sinirli Durum
23,352,Mutlu Durum
10,127,Şaşırmış Durum
4,169,Heyecanlı Durum
-38,125,Heyecanlı Durum
29,188,Heyecanlı Durum
-2365,787,Üzgün Durum
-73,389,Sinirli Durum
23,182,Şaşırmış Durum
-41,590,Sinirli Durum
-49,28,Rahatlamış Durum
33,444,Mutlu Durum
-27,130,Şaşırmış Durum
27,453,Mutlu Durum
-85,499,Sinirli Durum
-36,195,Şaşırmış Durum
26,413,Mutlu Durum
-35,145,Heyecanlı Durum
35,458,Mutlu Durum
-63,76,Heyecanlı Durum
23,377,Mutlu Durum
9,234,Şaşırmış Durum
0,252,Şaşırmış Durum
-89,136,Sinirli Durum
31,350,Mutlu Durum
-1199,254,Üzgün Durum
-8,156,Şaşırmış Durum
-80,32,Sinirli Durum
16,351,Mutlu Durum
-64,407,Sinirli Durum
26,419,Mutlu Durum
-30,157,Heyecanlı Durum
33,364,Mutlu Durum
-57,446,Sinirli Durum
-50,24,Rahatlamış Durum
15,382,Mutlu Durum
-47,20,Rahatlamış Durum
-18,152,Şaşırmış Durum
28,425,Mutlu Durum
31,407,Mutlu Durum
1,13,Rahatlamış Durum
-2298,341,Üzgün Durum
-2655,69,Üzgün Durum
18,377,Mutlu Durum
11,35,Rahatlamış Durum
-13,185,Şaşırmış Durum
7,176,Şaşırmış Durum
35,36,Rahatlamış Durum
-2786,74,Üzgün Durum
-100,289,Sinirli Durum
19,427,Mutlu Durum
26,446,Mutlu Durum
-35,29,Sinirli Durum
-9,253,Şaşırmış Durum
-17,22,Rahatlamış Durum
23,159,Şaşırmış Durum
-35,33,Rahatlamış Durum
-58,259,Sinirli Durum
-21,19,Rahatlamış Durum
24,353,Mutlu Durum
-302,70,Üzgün Durum
16,462,Mutlu Durum
-11,171,Şaşırmış Durum
35,385,Mutlu Durum
-7,22,Rahatlamış Durum
-12,257,Şaşırmış Durum
-755,546,Üzgün Durum
0,42,Üzgün Durum
24,384,Mutlu Durum
-1954,259,Üzgün Durum
-56,329,Sinirli Durum
-48,801,Sinirli Durum
-72,452,Üzgün Durum
23,372,Mutlu Durum
15,475,Mutlu Durum
-6,16,Rahatlamış Durum
-92,187,Heyecanlı Durum
-45,159,Heyecanlı Durum
-65,576,Sinirli Durum
30,470,Mutlu Durum
19,18,Rahatlamış Durum
-11,158,Heyecanlı Durum
-40,16,Rahatlamış Durum
-20,147,Şaşırmış Durum
-61,539,Sinirli Durum
30,191,Şaşırmış Durum
-20,131,Şaşırmış Durum
19,475,Mutlu Durum
-1335,205,Üzgün Durum
-65,561,Sinirli Durum
-58,402,Sinirli Durum
18,468,Mutlu Durum
-69,83,Heyecanlı Durum
-24,252,Şaşırmış Durum
-68,20,Rahatlamış Durum
-2373,786,Üzgün Durum
31,381,Mutlu Durum
-45,645,Sinirli Durum
-1415,337,Üzgün Durum
16,372,Mutlu Durum
-8,140,Heyecanlı Durum
32,369,Mutlu Durum
-96,72,Heyecanlı Durum
33,467,Mutlu Durum
-68,170,Heyecanlı Durum
-1915,785,Üzgün Durum
-774,296,Üzgün Durum
-40,36,Rahatlamış Durum
-27,217,Heyecanlı Durum
-2719,70,Üzgün Durum
-2,212,Şaşırmış Durum
-45,145,Sinirli Durum
-27,219,Heyecanlı Durum
-84,665,Sinirli Durum
24,410,Mutlu Durum
32,355,Mutlu Durum
-1263,228,Üzgün Durum
-610,589,Üzgün Durum
20,354,Mutlu Durum
-93,396,Sinirli Durum
-12,216,Şaşırmış Durum
-61,157,Sinirli Durum
-92,321,Sinirli Durum
30,459,Mutlu Durum
-31,155,Heyecanlı Durum
-5,28,Rahatlamış Durum
-29,164,Heyecanlı Durum
-36,762,Sinirli Durum
-50,36,Rahatlamış Durum
-101,497,Sinirli Durum
-62,771,Sinirli Durum
-30,173,Şaşırmış Durum
-103,245,Sinirli Durum
16,23,Rahatlamış Durum
-12,228,Şaşırmış Durum
-48,15,Rahatlamış Durum
17,376,Mutlu Durum
-61,43,Sinirli Durum
31,468,Mutlu Durum
21,439,Mutlu Durum
-15,139,Şaşırmış Durum
35,418,Mutlu Durum
-2791,228,Üzgün Durum
2,203,Şaşırmış Durum
-1593,574,Üzgün Durum
-3062,583,Üzgün Durum
-95,723,Sinirli Durum
-480,528,Üzgün Durum
31,443,Mutlu Durum
-66,450,Sinirli Durum
-2102,774,Üzgün Durum
21,358,Mutlu Durum
-55,356,Sinirli Durum
-1930,536,Üzgün Durum
-2059,651,Üzgün Durum
0,206,Heyecanlı Durum
-40,298,Sinirli Durum
-2,193,Heyecanlı Durum
5,25,Rahatlamış Durum
-69,34,Rahatlamış Durum
-35,37,Rahatlamış Durum
-87,121,Sinirli Durum
19,205,Şaşırmış Durum
13,22,Rahatlamış Durum
16,24,Rahatlamış Durum
-420,346,Üzgün Durum
14,32,Rahatlamış Durum
-1937,304,Üzgün Durum
-957,702,Üzgün Durum
-40,34,Rahatlamış Durum
-55,48,Sinirli Durum
-79,211,Heyecanlı Durum
-44,711,Sinirli Durum
-56,40,Sinirli Durum
16,367,Mutlu Durum
-24,173,Şaşırmış Durum
-81,212,Üzgün Durum
-27,20,Rahatlamış Durum
17,364,Mutlu Durum
-1670,757,Üzgün Durum
-105,228,Sinirli Durum
-97,644,Sinirli Durum
5,18,Rahatlamış Durum
8,171,Heyecanlı Durum
-3139,592,Üzgün Durum
8,195,Heyecanlı Durum
-12,117,Heyecanlı Durum
-11,209,Heyecanlı Durum
-57,164,Heyecanlı Durum
-34,259,Şaşırmış Durum
27,163,Heyecanlı Durum
-89,370,Sinirli Durum
15,407,Mutlu Durum
35,361,Mutlu Durum
-83,146,Heyecanlı Durum
-66,587,Sinirli Durum
4,173,Şaşırmış Durum
-937,12,Üzgün Durum
-52,26,Rahatlamış Durum
16,430,Mutlu Durum
-6,199,Şaşırmış Durum
-79,492,Sinirli Durum
31,11,Rahatlamış Durum
39,592,Üzgün Durum
-10,217,Şaşırmış Durum
-2808,743,Üzgün Durum
-390,754,Üzgün Durum
-92,86,Heyecanlı Durum
-80,607,Sinirli Durum
-11,36,Rahatlamış Durum
-1,17,Rahatlamış Durum
-55,97,Heyecanlı Durum
-74,58,Heyecanlı Durum
-27,35,Rahatlamış Durum
27,225,Şaşırmış Durum
-95,140,Heyecanlı Durum
-65,19,Rahatlamış Durum
-11,134,Şaşırmış Durum
-45,183,Heyecanlı Durum
0,12,Rahatlamış Durum
-4,107,Heyecanlı Durum
-40,15,Rahatlamış Durum
-58,30,Rahatlamış Durum
28,382,Mutlu Durum
-86,240,Sinirli Durum
-63,32,Rahatlamış Durum
14,56,Heyecanlı Durum
23,11,Rahatlamış Durum
-12,22,Rahatlamış Durum
6,28,Rahatlamış Durum
4,210,Şaşırmış Durum
21,402,Mutlu Durum
32,458,Mutlu Durum
-17,15,Rahatlamış Durum
-25,126,Şaşırmış Durum
-31,180,Şaşırmış Durum
-2210,663,Üzgün Durum
6,163,Şaşırmış Durum
-2102,791,Üzgün Durum
-80,166,Heyecanlı Durum
20,220,Şaşırmış Durum
-37,244,Şaşırmış Durum
12,156,Heyecanlı Durum
10,21,Rahatlamış Durum
19,379,Mutlu Durum
-660,541,Üzgün Durum
-1515,704,Üzgün Durum
-56,15,Rahatlamış Durum
-71,655,Sinirli Durum
19,232,Şaşırmış Durum
21,23,Rahatlamış Durum
-86,158,Heyecanlı Durum
1,96,Heyecanlı Durum
-2160,699,Üzgün Durum
-23,15,Rahatlamış Durum
21,428,Mutlu Durum
32,430,Mutlu Durum
-87,429,Sinirli Durum
-77,161,Heyecanlı Durum
-100,197,Sinirli Durum
-47,406,Sinirli Durum
-92,801,Sinirli Durum
21,426,Mutlu Durum
-55,326,Sinirli Durum
7,15,Rahatlamış Durum
-79,483,Sinirli Durum
-900,683,Üzgün Durum
-1511,71,Üzgün Durum
-3107,194,Üzgün Durum
-384,710,Üzgün Durum
-85,359,Sinirli Durum
35,402,Mutlu Durum
-1435,716,Üzgün Durum
-83,103,Sinirli Durum
6,161,Şaşırmış Durum
23,427,Mutlu Durum
2,147,Şaşırmış Durum
13,149,Şaşırmış Durum
21,221,Şaşırmış Durum
-55,193,Heyecanlı Durum
-15,67,Heyecanlı Durum
-90,344,Sinirli Durum
22,224,Şaşırmış Durum
-4,227,Şaşırmış Durum
15,358,Mutlu Durum
-812,738,Üzgün Durum
22,378,Mutlu Durum
-12,180,Heyecanlı Durum
-15,15,Rahatlamış Durum
-56,30,Rahatlamış Durum
-101,109,Heyecanlı Durum
30,453,Mutlu Durum
6,206,Şaşırmış Durum
-49,786,Sinirli Durum
-21,163,Heyecanlı Durum
-3,145,Heyecanlı Durum
-69,683,Sinirli Durum
-386,644,Üzgün Durum
-47,575,Sinirli Durum
-1530,477,Üzgün Durum
-2143,120,Üzgün Durum
-89,559,Sinirli Durum
31,28,Rahatlamış Durum
-67,97,Sinirli Durum
-2187,323,Üzgün Durum
-88,711,Sinirli Durum
-84,550,Sinirli Durum
30,371,Mutlu Durum
0,196,Şaşırmış Durum
16,382,Mutlu Durum
22,197,Şaşırmış Durum
-1833,15,Üzgün Durum
-59,31,Rahatlamış Durum
20,29,Rahatlamış Durum
-27,18,Rahatlamış Durum
10,117,Heyecanlı Durum
22,402,Mutlu Durum
3,177,Şaşırmış Durum
6,176,Şaşırmış Durum
18,369,Mutlu Durum
28,393,Mutlu Durum
-88,42,Sinirli Durum
20,195,Şaşırmış Durum
-80,89,Heyecanlı Durum
26,395,Mutlu Durum
-70,396,Sinirli Durum
24,444,Mutlu Durum
-4,206,Şaşırmış Durum
-21,156,Şaşırmış Durum
-60,36,Rahatlamış Durum
-80,128,Heyecanlı Durum
30,227,Şaşırmış Durum
-96,125,Heyecanlı Durum
-74,163,Heyecanlı Durum
-39,251,Şaşırmış Durum
-34,15,Rahatlamış Durum
19,208,Şaşırmış Durum
-96,169,Heyecanlı Durum
-136,124,Üzgün Durum
34,372,Mutlu Durum
-102,156,Sinirli Durum
-2948,341,Üzgün Durum
-66,366,Sinirli Durum
6,180,Şaşırmış Durum
24,238,Şaşırmış Durum
25,82,Heyecanlı Durum
13,165,Şaşırmış Durum
-63,756,Sinirli Durum
21,441,Mutlu Durum
15,418,Mutlu Durum
11,11,Rahatlamış Durum
21,480,Mutlu Durum
-83,146,Heyecanlı Durum
-18,56,Heyecanlı Durum
-81,201,Sinirli Durum
-93,505,Üzgün Durum
-53,182,Sinirli Durum
-2456,291,Üzgün Durum
16,179,Şaşırmış Durum
-32,210,Şaşırmış Durum
25,168,Heyecanlı Durum
-24,138,Heyecanlı Durum
-9,145,Şaşırmış Durum
-2759,450,Üzgün Durum
16,435,Mutlu Durum
29,394,Mutlu Durum
-1633,796,Üzgün Durum
2,34,Rahatlamış Durum
-827,475,Üzgün Durum
21,420,Mutlu Durum
-1606,539,Üzgün Durum
29,171,Şaşırmış Durum
-2359,673,Üzgün Durum
-3,207,Şaşırmış Durum
18,399,Mutlu Durum
13,149,Heyecanlı Durum
19,251,Şaşırmış Durum
23,20,Rahatlamış Durum
-28,151,Şaşırmış Durum
-38,223,Şaşırmış Durum
-38,29,Rahatlamış Durum
-66,75,Heyecanlı Durum
-85,136,Heyecanlı Durum
-8,223,Şaşırmış Durum
8,188,Şaşırmış Durum
-152,477,Üzgün Durum
3,158,Şaşırmış Durum
33,427,Mutlu Durum
28,462,Mutlu Durum
-11,29,Rahatlamış Durum
30,27,Rahatlamış Durum
-3,120,Heyecanlı Durum
-85,384,Sinirli Durum
-16,237,Şaşırmış Durum
-68,83,Sinirli Durum
-91,87,Sinirli Durum
29,146,Heyecanlı Durum
-645,500,Üzgün Durum
-34,158,Şaşırmış Durum
-17,159,Şaşırmış Durum
-45,14,Rahatlamış Durum
-213,147,Üzgün Durum
15,369,Mutlu Durum
27,429,Mutlu Durum
-40,176,Şaşırmış Durum
-98,200,Heyecanlı Durum
-31,118,Heyecanlı Durum
